"Markers"	"chrom"	"loc"
"2071"	"Marker1823"	"5A"	90544
"2072"	"Marker1920"	"5A"	90544
"2073"	"Marker184"	"5A"	90544
"2074"	"Marker1116"	"5A"	91303
"2075"	"Marker2377"	"5A"	91303
"2076"	"Marker1947"	"5A"	91994
"2077"	"Marker908"	"5A"	92354
"2078"	"Marker1948"	"5A"	92354
"2079"	"Marker1949"	"5A"	92354
"2080"	"Marker3147"	"5A"	92354
"2081"	"Marker3148"	"5A"	92564
"2082"	"Marker1664"	"5A"	92604
"2083"	"Marker3567"	"5A"	92604
"2084"	"Marker1072"	"5A"	92869
"2085"	"Marker2236"	"5A"	92869
"2086"	"Marker1855"	"5A"	93229
"2087"	"Marker2129"	"5A"	93229
"2088"	"Marker2315"	"5A"	93229
"2089"	"Marker341"	"5A"	93229
"2090"	"Marker2132"	"5A"	93235
"2091"	"Marker2133"	"5A"	93235
"2092"	"Marker1917"	"5A"	94497
"2093"	"Marker1160"	"5A"	94942
"2094"	"Marker274"	"5A"	98436
"2095"	"Marker275"	"5A"	98436
"2096"	"Marker3064"	"5A"	98436
"2097"	"Marker1577"	"5A"	98715
"2098"	"Marker1579"	"5A"	98715
"2099"	"Marker1211"	"5A"	99560
"2100"	"Marker1578"	"5A"	99882
"2101"	"Marker865"	"5A"	103637
"2102"	"Marker843"	"5A"	111200
"2103"	"Marker844"	"5A"	111200
"2104"	"Marker1167"	"5A"	111200
"2105"	"Marker1168"	"5A"	111200
"2106"	"Marker1169"	"5A"	111200
"2107"	"Marker1170"	"5A"	111200
"2108"	"Marker1831"	"5A"	111200
"2109"	"Marker1832"	"5A"	111200
"2110"	"Marker2300"	"5A"	111200
"2111"	"Marker3045"	"5A"	111200
"2112"	"Marker334"	"5A"	111200
"2113"	"Marker1378"	"5A"	113146
"2114"	"Marker1825"	"5A"	117671
"2115"	"Marker1185"	"5A"	120436
"2116"	"Marker1156"	"5A"	125199
"2117"	"Marker3116"	"5A"	125199
"2118"	"Marker1161"	"5A"	125682
"2119"	"Marker1162"	"5A"	125682
"2120"	"Marker1163"	"5A"	125682
"2121"	"Marker3239"	"5A"	125682
"2122"	"Marker1276"	"5A"	127626
"2123"	"Marker267"	"5A"	130901
"2124"	"Marker1204"	"5A"	131425
"2125"	"Marker2215"	"5A"	131425
"2126"	"Marker2216"	"5A"	131425
"2127"	"Marker3249"	"5A"	139753
"2128"	"Marker832"	"5A"	141749
"2129"	"Marker1063"	"5A"	148304
"2130"	"Marker1064"	"5A"	148304
"2131"	"Marker1065"	"5A"	148304
"2132"	"Marker1066"	"5A"	148304
"2133"	"Marker351"	"5B"	3940
"2134"	"Marker1191"	"5B"	11234
"2135"	"Marker1932"	"5B"	11234
"2136"	"Marker1933"	"5B"	11234
"2137"	"Marker2123"	"5B"	11234
"2138"	"Marker1190"	"5B"	11730
"2139"	"Marker3201"	"5B"	11730
"2140"	"Marker2497"	"5B"	12905
"2141"	"Marker1447"	"5B"	13597
"2142"	"Marker2654"	"5B"	15657
"2143"	"Marker2778"	"5B"	18329
"2144"	"IWA420"	"5B"	19658
"2145"	"Marker653"	"5B"	20234
"2146"	"Marker168"	"5B"	20234
"2147"	"Marker2318"	"5B"	20234
"2148"	"Marker3113"	"5B"	21396
"2149"	"Marker136"	"5B"	25088
"2150"	"Marker1481"	"5B"	25088
"2151"	"Marker1898"	"5B"	25179
"2152"	"Marker425"	"5B"	29112
"2153"	"Marker2154"	"5B"	32363
"2154"	"Marker3185"	"5B"	34970
"2155"	"Marker660"	"5B"	35080
"2156"	"Marker701"	"5B"	35080
"2157"	"Marker482"	"5B"	37221
"2158"	"Marker432"	"5B"	38495
"2159"	"Marker1908"	"5B"	38495
"2160"	"Marker1909"	"5B"	38495
"2161"	"Marker2258"	"5B"	38495
"2162"	"Marker2259"	"5B"	38495
"2163"	"Marker1896"	"5B"	38888
"2164"	"Marker1227"	"5B"	39358
"2165"	"Marker1084"	"5B"	39400
"2166"	"Marker1085"	"5B"	39400
"2167"	"Marker2431"	"5B"	39400
"2168"	"Marker2432"	"5B"	39400
"2169"	"Marker2502"	"5B"	39400
"2170"	"Marker1199"	"5B"	39641
"2171"	"Marker2474"	"5B"	39641
"2172"	"Marker256"	"5B"	39905
"2173"	"Marker688"	"5B"	40378
"2174"	"Marker2611"	"5B"	40462
"2175"	"Marker855"	"5B"	40546
"2176"	"Marker1115"	"5B"	40546
"2177"	"Marker1724"	"5B"	40546
"2178"	"Marker2103"	"5B"	40546
"2179"	"Marker2142"	"5B"	40546
"2180"	"Marker2143"	"5B"	40546
"2181"	"Marker2606"	"5B"	40546
"2182"	"Marker3169"	"5B"	40546
"2183"	"Marker3189"	"5B"	40546
"2184"	"Marker690"	"5B"	40552
"2185"	"Marker505"	"5B"	40565
"2186"	"Marker683"	"5B"	40565
"2187"	"Marker684"	"5B"	40565
"2188"	"Marker927"	"5B"	40565
"2189"	"Marker932"	"5B"	40565
"2190"	"Marker1656"	"5B"	40565
"2191"	"Marker1744"	"5B"	40565
"2192"	"Marker1780"	"5B"	40565
"2193"	"Marker2057"	"5B"	40565
"2194"	"Marker2250"	"5B"	40565
"2195"	"Marker2487"	"5B"	40565
"2196"	"Marker2531"	"5B"	40565
"2197"	"Marker2532"	"5B"	40565
"2198"	"Marker2535"	"5B"	40565
"2199"	"Marker2595"	"5B"	40565
"2200"	"Marker2699"	"5B"	40565
"2201"	"Marker2831"	"5B"	40565
"2202"	"Marker2925"	"5B"	40565
"2203"	"Marker3144"	"5B"	40565
"2204"	"Marker1189"	"5B"	40600
"2205"	"Marker2071"	"5B"	40600
"2206"	"Marker2402"	"5B"	40600
"2207"	"Marker2827"	"5B"	40600
"2208"	"Marker2876"	"5B"	40600
"2209"	"Marker2877"	"5B"	40600
"2210"	"Marker3011"	"5B"	40600
"2211"	"Marker3136"	"5B"	40600
"2212"	"Marker3387"	"5B"	40600
"2213"	"Marker354"	"5B"	40600
"2214"	"Marker616"	"5B"	41347
"2215"	"Marker1033"	"5B"	41347
"2216"	"Marker109"	"5B"	41347
"2217"	"Marker1284"	"5B"	41347
"2218"	"Marker2284"	"5B"	41347
"2219"	"Marker2713"	"5B"	41347
"2220"	"Marker2988"	"5B"	41589
"2221"	"Marker3356"	"5B"	41894
"2222"	"Marker427"	"5B"	43308
"2223"	"Marker909"	"5B"	43308
"2224"	"Marker1261"	"5B"	43308
"2225"	"Marker1723"	"5B"	43308
"2226"	"Marker1985"	"5B"	43308
"2227"	"Marker399"	"5B"	43417
"2228"	"Marker649"	"5B"	43417
"2229"	"Marker159"	"5B"	43417
"2230"	"Marker392"	"5B"	43562
"2231"	"Marker411"	"5B"	43562
"2232"	"Marker747"	"5B"	43562
"2233"	"Marker771"	"5B"	43562
"2234"	"Marker783"	"5B"	43562
"2235"	"Marker820"	"5B"	43562
"2236"	"Marker824"	"5B"	43562
"2237"	"Marker926"	"5B"	43562
"2238"	"Marker970"	"5B"	43562
"2239"	"Marker1030"	"5B"	43562
"2240"	"Marker105"	"5B"	43562
"2241"	"Marker1101"	"5B"	43562
"2242"	"Marker1332"	"5B"	43562
"2243"	"Marker1858"	"5B"	43562
"2244"	"Marker1922"	"5B"	43562
"2245"	"Marker1992"	"5B"	43562
"2246"	"Marker1994"	"5B"	43562
"2247"	"Marker1996"	"5B"	43562
"2248"	"Marker189"	"5B"	43562
"2249"	"Marker2102"	"5B"	43562
"2250"	"Marker2264"	"5B"	43562
"2251"	"Marker2373"	"5B"	43562
"2252"	"Marker2437"	"5B"	43562
"2253"	"Marker2488"	"5B"	43562
"2254"	"Marker2863"	"5B"	43562
"2255"	"Marker2889"	"5B"	43562
"2256"	"Marker2950"	"5B"	43562
"2257"	"Marker3039"	"5B"	43562
"2258"	"Marker3079"	"5B"	43562
"2259"	"Marker3086"	"5B"	43562
"2260"	"Marker3162"	"5B"	43562
"2261"	"Marker3166"	"5B"	43562
"2262"	"Marker3252"	"5B"	43562
"2263"	"Marker3290"	"5B"	43562
"2264"	"Marker3529"	"5B"	43562
"2265"	"IWA8569"	"5B"	43562
"2266"	"Marker803"	"5B"	45358
"2267"	"Marker2104"	"5B"	45358
"2268"	"Marker2477"	"5B"	45358
"2269"	"Marker2446"	"5B"	45397
"2270"	"Marker2447"	"5B"	45397
"2271"	"Marker2547"	"5B"	45397
"2272"	"Marker650"	"5B"	46066
"2273"	"Marker2394"	"5B"	46362
"2274"	"Marker1931"	"5B"	46404
"2275"	"Marker847"	"5B"	46694
"2276"	"Marker123"	"5B"	46987
"2277"	"Marker2616"	"5B"	46987
"2278"	"Marker3100"	"5B"	48294
"2279"	"Marker1936"	"5B"	48757
"2280"	"Marker597"	"5B"	49008
"2281"	"Marker1047"	"5B"	49008
"2282"	"Marker1048"	"5B"	49008
"2283"	"Marker1580"	"5B"	49008
"2284"	"Marker1581"	"5B"	49008
"2285"	"Marker1794"	"5B"	49008
"2286"	"Marker1966"	"5B"	49008
"2287"	"Marker2371"	"5B"	49008
"2288"	"Marker2372"	"5B"	49008
"2289"	"Marker2923"	"5B"	49008
"2290"	"Marker3453"	"5B"	49008
"2291"	"Marker3608"	"5B"	49008
"2292"	"Marker686"	"5B"	49021
"2293"	"Marker2379"	"5B"	49021
"2294"	"Marker2803"	"5B"	49021
"2295"	"Marker3140"	"5B"	49079
"2296"	"Marker3625"	"5B"	51036
"2297"	"Marker39"	"5B"	51159
"2298"	"Marker1537"	"5B"	51159
"2299"	"Marker3037"	"5B"	51889
"2300"	"Marker542"	"5B"	52095
"2301"	"Marker3098"	"5B"	52095
"2302"	"Marker3432"	"5B"	52095
"2303"	"Marker1989"	"5B"	52404
"2304"	"Marker1435"	"5B"	55520
"2305"	"Marker2400"	"5B"	55520
"2306"	"Marker2469"	"5B"	55520
"2307"	"Marker2899"	"5B"	55520
"2308"	"Marker506"	"5B"	56595
"2309"	"Marker873"	"5B"	56595
"2310"	"Marker3248"	"5B"	56595
"2311"	"Marker874"	"5B"	57831
"2312"	"Marker875"	"5B"	57831
"2313"	"Marker1021"	"5B"	57831
"2314"	"Marker3571"	"5B"	57831
"2315"	"Marker1246"	"5B"	57899
"2316"	"Marker388"	"5B"	58240
"2317"	"Marker2032"	"5B"	58240
"2318"	"Marker2993"	"5B"	58443
"2319"	"Marker1892"	"5B"	59434
"2320"	"Marker2810"	"5B"	59434
"2321"	"Marker1709"	"5B"	59676
"2322"	"Marker335"	"5B"	59676
"2323"	"Marker1753"	"5B"	59785
"2324"	"Marker2374"	"5B"	59785
"2325"	"Marker502"	"5B"	60207
"2326"	"Marker853"	"5B"	60307
"2327"	"Marker1824"	"5B"	60307
"2328"	"Marker2006"	"5B"	60307
"2329"	"Marker2337"	"5B"	60307
"2330"	"Marker2790"	"5B"	60307
"2331"	"Marker992"	"5B"	60677
"2332"	"Marker993"	"5B"	60677
"2333"	"Marker3362"	"5B"	61655
"2334"	"Marker2293"	"5B"	62602
"2335"	"Marker1311"	"5B"	63072
"2336"	"Marker1312"	"5B"	63072
"2337"	"Marker369"	"5B"	63233
"2338"	"Marker1285"	"5B"	68306
"2339"	"Marker665"	"5B"	68364
"2340"	"Marker1095"	"5B"	68364
"2341"	"Marker1096"	"5B"	68364
"2342"	"Marker1216"	"5B"	68364
"2343"	"Marker1238"	"5B"	68364
"2344"	"Marker1589"	"5B"	68364
"2345"	"Marker2470"	"5B"	68364
"2346"	"Marker2622"	"5B"	68364
"2347"	"Marker2957"	"5B"	68364
"2348"	"Marker3224"	"5B"	68364
"2349"	"Marker3236"	"5B"	68364
"2350"	"Marker3549"	"5B"	68364
"2351"	"Marker938"	"5B"	68634
"2352"	"Marker1857"	"5B"	68634
"2353"	"Marker2571"	"5B"	68634
"2354"	"Marker3525"	"5B"	68634
"2355"	"Marker1719"	"5B"	69191
"2356"	"Marker2568"	"5B"	69191
"2357"	"Marker2569"	"5B"	69191
"2358"	"Marker2570"	"5B"	69191
"2359"	"Marker2714"	"5B"	69191
"2360"	"Marker3230"	"5B"	69191
"2361"	"Marker3358"	"5B"	69191
"2362"	"Marker3383"	"5B"	69191
"2363"	"Marker3517"	"5B"	69191
"2364"	"Marker1256"	"5B"	71122
"2365"	"Marker2468"	"5B"	71122
"2366"	"Marker2772"	"5B"	71122
"2367"	"Marker3251"	"5B"	71122
"2368"	"Marker1239"	"5B"	71238
"2369"	"Marker532"	"5B"	71373
"2370"	"Marker2202"	"5B"	71373
"2371"	"Marker2676"	"5B"	71373
"2372"	"Marker2730"	"5B"	71373
"2373"	"Marker3229"	"5B"	71373
"2374"	"Marker372"	"5B"	71373
"2375"	"Marker2467"	"5B"	71644
"2376"	"Marker3368"	"5B"	71644
"2377"	"Marker3008"	"5B"	75397
"2378"	"Marker1542"	"5B"	76939
"2379"	"Marker1543"	"5B"	76939
"2380"	"Marker2939"	"5B"	76939
"2381"	"Marker3192"	"5B"	76939
"2382"	"Marker3004"	"5B"	82971
"2383"	"Marker3005"	"5B"	82971
"2384"	"Marker3055"	"5B"	90349
"2385"	"Marker923"	"5B"	93436
"2386"	"Marker3487"	"5B"	93436
"2387"	"Marker1440"	"5B"	94891
"2388"	"Marker1816"	"5B"	94894
"2389"	"Marker1350"	"5B"	95432
"2390"	"Marker1671"	"5B"	95432
"2391"	"Marker1877"	"5B"	95432
"2392"	"Marker3208"	"5B"	95432
"2393"	"Marker3341"	"5B"	95432
"2394"	"Marker2124"	"5B"	95515
"2395"	"Marker689"	"5B"	97283
"2396"	"Marker1766"	"5B"	97283
"2397"	"Marker3605"	"5B"	97971
"2398"	"Marker685"	"5B"	100643
"2399"	"Marker907"	"5B"	100643
"2400"	"Marker1035"	"5B"	100643
"2401"	"Marker1432"	"5B"	100643
"2402"	"Marker1457"	"5B"	100643
"2403"	"Marker2634"	"5B"	100643
"2404"	"Marker1336"	"5B"	104232
"2405"	"Marker1742"	"5B"	104554
"2406"	"Marker2937"	"5B"	104554
"2407"	"Marker3585"	"5B"	106309
"2408"	"Marker593"	"5B"	107374
"2409"	"Marker3338"	"5B"	107374
"2410"	"Marker3339"	"5B"	107374
"2411"	"Marker3416"	"5B"	109527
"2412"	"Marker2504"	"5B"	111002
"2413"	"Marker2505"	"5B"	111002
"2414"	"Marker537"	"5B"	116107
"2415"	"Marker3312"	"5B"	117848
"2416"	"Marker3442"	"5B"	117848
"2417"	"Marker3552"	"5B"	117848
"2418"	"Marker3394"	"5B"	121428
"2419"	"Marker600"	"5B"	122645
"2420"	"Marker1352"	"5B"	122645
"2421"	"Marker3233"	"5B"	122645
"2422"	"Marker3297"	"5B"	122645
"2423"	"Marker530"	"5B"	123710
"2424"	"Marker531"	"5B"	123710
"2425"	"Marker601"	"5B"	124608
"2426"	"Marker602"	"5B"	124608
"2427"	"Marker1472"	"5B"	128641
"2428"	"Marker526"	"5B"	129041
"2429"	"Marker2744"	"5B"	129041
"2430"	"Marker1805"	"5B"	129237
"2431"	"Marker1411"	"5B"	132340
"2432"	"Marker2193"	"5B"	132932
"2433"	"Marker1073"	"5B"	133505
"2434"	"Marker2107"	"5B"	134053
"2435"	"Marker2108"	"5B"	134053
"2436"	"Marker1155"	"5B"	139396
"2437"	"Marker2722"	"5B"	139396
"2438"	"Marker3051"	"5B"	139396
"2439"	"Marker3591"	"5B"	139396
"2440"	"Marker1704"	"5B"	143548
"2441"	"Marker588"	"5B"	144125
"2442"	"Marker70"	"5B"	147450
"2443"	"Marker2042"	"5B"	150926
"2444"	"Marker2043"	"5B"	150926
"2445"	"Marker2455"	"5B"	150926
"2446"	"Marker3327"	"5B"	150926
"2447"	"Marker2935"	"5B"	151283
"2448"	"Marker3411"	"5B"	154110
"2449"	"Marker2765"	"5B"	154518
"2450"	"Marker1317"	"5B"	159614
"2451"	"Marker6"	"5B"	160403
"2452"	"Marker1393"	"5B"	176613
"2453"	"Marker836"	"5B"	183927
"2454"	"Marker1883"	"5B"	188578
"2455"	"Marker2623"	"5B"	188578
"2456"	"Marker2624"	"5B"	188578
"2457"	"Marker2174"	"5B"	189515
"2458"	"Marker1173"	"5B"	212430
"2459"	"Marker838"	"5B"	216666
"2460"	"Marker1086"	"5B"	217645
"2461"	"Marker1087"	"5B"	217645
"2462"	"Marker2880"	"5B"	217645
"2463"	"Marker1430"	"5D"	58936
"2464"	"IWA3357"	"5D"	62165
"2465"	"Marker727"	"5D"	64478
"2466"	"Marker430"	"5D"	67492
"2467"	"Marker1052"	"5D"	67492
"2468"	"Marker1592"	"5D"	67492
"2469"	"Marker2415"	"5D"	67492
"2470"	"Marker2852"	"5D"	67492
"2471"	"Marker2951"	"5D"	67492
"2472"	"Marker3146"	"5D"	67492
"2473"	"Marker2705"	"5D"	69132
"2474"	"Marker1998"	"5D"	69965
"2475"	"Marker3254"	"5D"	69965
"2476"	"Marker122"	"5D"	76951
"2477"	"Marker2788"	"5D"	87263
"2478"	"Marker637"	"5D"	116634
"2479"	"Marker1761"	"5D"	125685
"2480"	"Marker2496"	"5D"	184064
"2481"	"Marker3074"	"5D"	187207
"2482"	"Marker1153"	"5D"	190801
"2483"	"Marker914"	"5D"	194937
"2484"	"Marker290"	"5D"	194937
"2485"	"Marker523"	"5D"	204583
"2486"	"Marker524"	"5D"	204583
"2487"	"Marker525"	"5D"	204583
"2488"	"Marker1176"	"5D"	204583
"2489"	"Marker2003"	"5D"	207329
"2490"	"Marker2439"	"6A"	5623
"2491"	"Marker2615"	"6A"	5723
"2492"	"Marker1061"	"6A"	6978
"2493"	"Marker1644"	"6A"	12484
"2494"	"Marker2994"	"6A"	12484
"2495"	"Marker3044"	"6A"	12834
"2496"	"Marker106"	"6A"	15709
"2497"	"Marker293"	"6A"	20044
"2498"	"Marker2197"	"6A"	21121
"2499"	"Marker1999"	"6A"	22908
"2500"	"Marker2000"	"6A"	22908
"2501"	"Marker439"	"6A"	27151
"2502"	"Marker675"	"6A"	27151
"2503"	"Marker2888"	"6A"	27151
"2504"	"Marker3227"	"6A"	29528
"2505"	"Marker3244"	"6A"	29528
"2506"	"Marker2811"	"6A"	35330
"2507"	"Marker1302"	"6A"	37034
"2508"	"Marker2196"	"6A"	37125
"2509"	"Marker854"	"6A"	40604
"2510"	"Marker566"	"6A"	41381
"2511"	"Marker674"	"6A"	41381
"2512"	"Marker2896"	"6A"	41468
"2513"	"Marker567"	"6A"	42948
"2514"	"Marker3156"	"6A"	43097
"2515"	"Marker487"	"6A"	45113
"2516"	"Marker488"	"6A"	45113
"2517"	"Marker2695"	"6A"	45113
"2518"	"Marker266"	"6A"	45113
"2519"	"Marker3606"	"6A"	48088
"2520"	"Marker2430"	"6A"	48641
"2521"	"Marker1376"	"6A"	54231
"2522"	"Marker1377"	"6A"	54655
"2523"	"Marker2672"	"6A"	62950
"2524"	"Marker793"	"6A"	63698
"2525"	"Marker794"	"6A"	63698
"2526"	"Marker2973"	"6A"	65331
"2527"	"Marker85"	"6A"	65984
"2528"	"Marker396"	"6A"	71237
"2529"	"Marker397"	"6A"	71237
"2530"	"Marker464"	"6A"	71237
"2531"	"Marker599"	"6A"	71237
"2532"	"Marker728"	"6A"	71237
"2533"	"Marker729"	"6A"	71237
"2534"	"Marker2347"	"6A"	71237
"2535"	"Marker2348"	"6A"	71237
"2536"	"Marker1212"	"6A"	71727
"2537"	"Marker1848"	"6A"	71727
"2538"	"Marker2522"	"6A"	71727
"2539"	"Marker2904"	"6A"	71727
"2540"	"Marker769"	"6A"	71977
"2541"	"Marker1089"	"6A"	71977
"2542"	"Marker1090"	"6A"	71977
"2543"	"Marker1091"	"6A"	71977
"2544"	"Marker1422"	"6A"	71977
"2545"	"Marker1849"	"6A"	71977
"2546"	"Marker2206"	"6A"	71977
"2547"	"Marker3188"	"6A"	71977
"2548"	"Marker884"	"6A"	73082
"2549"	"Marker1201"	"6A"	74238
"2550"	"Marker1467"	"6A"	74238
"2551"	"Marker1486"	"6A"	74238
"2552"	"Marker1561"	"6A"	74238
"2553"	"Marker1575"	"6A"	74238
"2554"	"Marker1653"	"6A"	74238
"2555"	"Marker1789"	"6A"	74238
"2556"	"Marker2092"	"6A"	74238
"2557"	"Marker2093"	"6A"	74238
"2558"	"Marker2256"	"6A"	74238
"2559"	"Marker210"	"6A"	74238
"2560"	"Marker2464"	"6A"	74238
"2561"	"Marker3142"	"6A"	74238
"2562"	"Marker3159"	"6A"	74238
"2563"	"Marker298"	"6A"	74238
"2564"	"Marker903"	"6A"	77138
"2565"	"Marker1338"	"6A"	77138
"2566"	"Marker2237"	"6A"	77138
"2567"	"Marker2358"	"6A"	77138
"2568"	"Marker2539"	"6A"	77138
"2569"	"Marker3464"	"6A"	77138
"2570"	"Marker918"	"6A"	78502
"2571"	"Marker1148"	"6A"	78502
"2572"	"Marker1729"	"6A"	78502
"2573"	"Marker522"	"6A"	79075
"2574"	"Marker557"	"6A"	79075
"2575"	"Marker564"	"6A"	79075
"2576"	"Marker952"	"6A"	79075
"2577"	"Marker974"	"6A"	79075
"2578"	"Marker1074"	"6A"	79075
"2579"	"Marker8"	"6A"	79075
"2580"	"Marker1337"	"6A"	79075
"2581"	"Marker1346"	"6A"	79075
"2582"	"Marker1364"	"6A"	79075
"2583"	"Marker1414"	"6A"	79075
"2584"	"Marker1487"	"6A"	79075
"2585"	"Marker1614"	"6A"	79075
"2586"	"Marker1660"	"6A"	79075
"2587"	"Marker1905"	"6A"	79075
"2588"	"Marker1906"	"6A"	79075
"2589"	"Marker2248"	"6A"	79075
"2590"	"Marker2418"	"6A"	79075
"2591"	"Marker2441"	"6A"	79075
"2592"	"Marker2557"	"6A"	79075
"2593"	"Marker2659"	"6A"	79075
"2594"	"Marker2660"	"6A"	79075
"2595"	"Marker2718"	"6A"	79075
"2596"	"Marker2785"	"6A"	79075
"2597"	"Marker2841"	"6A"	79075
"2598"	"Marker2918"	"6A"	79075
"2599"	"Marker2946"	"6A"	79075
"2600"	"Marker2976"	"6A"	79075
"2601"	"Marker3020"	"6A"	79075
"2602"	"Marker3183"	"6A"	79075
"2603"	"Marker3220"	"6A"	79075
"2604"	"Marker3235"	"6A"	79075
"2605"	"Marker3240"	"6A"	79075
"2606"	"Marker3384"	"6A"	79075
"2607"	"Marker3430"	"6A"	79075
"2608"	"Marker3495"	"6A"	79075
"2609"	"Marker3573"	"6A"	79075
"2610"	"Marker1392"	"6A"	79391
"2611"	"Marker1743"	"6A"	79391
"2612"	"Marker1459"	"6A"	81166
"2613"	"Marker1460"	"6A"	82383
"2614"	"Marker271"	"6A"	82383
"2615"	"Marker3031"	"6A"	82383
"2616"	"Marker3563"	"6A"	82383
"2617"	"Marker3624"	"6A"	82383
"2618"	"Marker1450"	"6A"	83036
"2619"	"Marker2146"	"6A"	84112
"2620"	"Marker2700"	"6A"	84112
"2621"	"Marker2787"	"6A"	84112
"2622"	"Marker2974"	"6A"	84112
"2623"	"Marker3065"	"6A"	84112
"2624"	"Marker360"	"6A"	84112
"2625"	"Marker436"	"6A"	85006
"2626"	"Marker82"	"6A"	85006
"2627"	"Marker2091"	"6A"	85006
"2628"	"Marker2460"	"6A"	85006
"2629"	"Marker303"	"6A"	85006
"2630"	"Marker3275"	"6A"	85006
"2631"	"Marker545"	"6A"	85072
"2632"	"Marker546"	"6A"	85072
"2633"	"Marker563"	"6A"	85072
"2634"	"Marker634"	"6A"	85072
"2635"	"Marker880"	"6A"	85072
"2636"	"Marker84"	"6A"	85072
"2637"	"Marker1354"	"6A"	85072
"2638"	"Marker2158"	"6A"	85072
"2639"	"Marker2186"	"6A"	85072
"2640"	"Marker2255"	"6A"	85072
"2641"	"Marker2885"	"6A"	85072
"2642"	"Marker2927"	"6A"	85072
"2643"	"Marker3023"	"6A"	85072
"2644"	"Marker2941"	"6A"	85388
"2645"	"Marker382"	"6A"	90533
"2646"	"Marker3200"	"6A"	91310
"2647"	"Marker3282"	"6A"	91310
"2648"	"Marker1770"	"6A"	91884
"2649"	"Marker1771"	"6A"	91884
"2650"	"Marker2459"	"6A"	91884
"2651"	"Marker2589"	"6A"	91884
"2652"	"Marker2590"	"6A"	91884
"2653"	"Marker3071"	"6A"	91884
"2654"	"Marker2869"	"6A"	99040
"2655"	"Marker1466"	"6A"	99435
"2656"	"Marker2190"	"6A"	99435
"2657"	"Marker97"	"6A"	99618
"2658"	"Marker98"	"6A"	99618
"2659"	"Marker4"	"6A"	100121
"2660"	"Marker5"	"6A"	100121
"2661"	"Marker2191"	"6A"	100121
"2662"	"Marker2192"	"6A"	100121
"2663"	"Marker2490"	"6A"	100121
"2664"	"Marker2961"	"6A"	100121
"2665"	"Marker556"	"6A"	106126
"2666"	"Marker1001"	"6A"	123481
"2667"	"Marker1023"	"6A"	123481
"2668"	"Marker1024"	"6A"	123481
"2669"	"Marker1463"	"6A"	125451
"2670"	"Marker1099"	"6A"	126174
"2671"	"Marker1959"	"6A"	128261
"2672"	"Marker2991"	"6A"	128261
"2673"	"Marker81"	"6A"	130393
"2674"	"Marker2021"	"6A"	130700
"2675"	"Marker2022"	"6A"	130700
"2676"	"Marker2733"	"6A"	131157
"2677"	"Marker3280"	"6A"	132138
"2678"	"Marker1265"	"6A"	133738
"2679"	"Marker2518"	"6A"	133738
"2680"	"Marker2798"	"6A"	133738
"2681"	"Marker2732"	"6A"	135858
"2682"	"Marker1039"	"6A"	136851
"2683"	"Marker208"	"6A"	137026
"2684"	"Marker3590"	"6A"	138044
"2685"	"Marker2754"	"6A"	138306
"2686"	"Marker1017"	"6A"	140704
"2687"	"Marker1343"	"6A"	140704
"2688"	"Marker2599"	"6A"	140704
"2689"	"Marker2609"	"6A"	140704
"2690"	"Marker562"	"6A"	140866
"2691"	"Marker1062"	"6A"	140866
"2692"	"Marker1266"	"6A"	140866
"2693"	"IWA3202"	"6A"	140866
"2694"	"Marker1330"	"6A"	140866
"2695"	"Marker2314"	"6A"	140866
"2696"	"Marker2608"	"6A"	140866
"2697"	"Marker2795"	"6A"	140866
"2698"	"Marker3407"	"6A"	140866
"2699"	"Marker1143"	"6A"	141082
"2700"	"Marker2075"	"6A"	141082
"2701"	"Marker3241"	"6A"	141082
"2702"	"Marker3414"	"6A"	141082
"2703"	"Marker837"	"6B"	375
"2704"	"Marker1000"	"6B"	375
"2705"	"IWA8336"	"6B"	375
"2706"	"Marker348"	"6B"	6169
"2707"	"Marker554"	"6B"	7795
"2708"	"Marker3073"	"6B"	7795
"2709"	"Marker3599"	"6B"	7795
"2710"	"Marker363"	"6B"	18233
"2711"	"Marker3566"	"6B"	18570
"2712"	"Marker2041"	"6B"	21106
"2713"	"Marker2027"	"6B"	23694
"2714"	"Marker2674"	"6B"	25667
"2715"	"Marker2026"	"6B"	25817
"2716"	"Marker15"	"6B"	34554
"2717"	"Marker1861"	"6B"	36689
"2718"	"Marker3337"	"6B"	36689
"2719"	"Marker2105"	"6B"	42753
"2720"	"Marker2106"	"6B"	42753
"2721"	"Marker682"	"6B"	43640
"2722"	"Marker257"	"6B"	46963
"2723"	"Marker1927"	"6B"	54591
"2724"	"Marker662"	"6B"	56980
"2725"	"Marker746"	"6B"	56980
"2726"	"Marker3028"	"6B"	56980
"2727"	"Marker3578"	"6B"	56980
"2728"	"Marker626"	"6B"	57015
"2729"	"Marker893"	"6B"	57074
"2730"	"Marker985"	"6B"	57074
"2731"	"Marker2851"	"6B"	57074
"2732"	"Marker3504"	"6B"	57074
"2733"	"Marker3558"	"6B"	57074
"2734"	"Marker1397"	"6B"	57402
"2735"	"Marker2087"	"6B"	57402
"2736"	"Marker622"	"6B"	57985
"2737"	"Marker625"	"6B"	57985
"2738"	"Marker630"	"6B"	57985
"2739"	"Marker977"	"6B"	57985
"2740"	"Marker1682"	"6B"	57985
"2741"	"Marker2839"	"6B"	57985
"2742"	"Marker2840"	"6B"	57985
"2743"	"Marker3293"	"6B"	57985
